"","Role","Age","Gender","Race_Eth","School","SQI1","SQI2","SQI3","SQI4","SQI5","SQI6","SQI7","SQI8","SQI9","SQI10","SQI11","SQI12","SQI13","SQI14","SQI15","SQI16","SQI17","SQI18","SQI19","SQI20","SQI21","SQI22","SQI23","SQI24","SQI25","SQI26","SQI27","SQI28","SQI29","SQI30","SQI31","SQI32","SQI33","SQI34","SQI35","SQI36","SQI37","SQI38","SQI39","SQI40","SQI41","SQI42","SQI43","SQI44","SQI45","SQI46","SQI47","SQI48","SQI49","SQI50","SQI51","SQI52","SQI53","SQI54","LEA","State","County","IU","Q166","Q161","Q162","Q163","Q164","ProfessionalRole","Q67","Q68","Q653_1","Q653_2","Q653_3","Q654_1","Q654_2","Q654_3","Q668_1","Q668_2","Q668_3","Q669_1","Q669_2","Q669_3","Q677_1","Q677_2","Q677_3","Q678_1","Q678_2","Q678_3","Q688_1","Q688_2","Q688_3","Q689_1","Q689_2","Q689_3","Q699_1","Q699_2","Q699_3","Q700_1","Q700_2","Q700_3","Q714_1","Q714_2","Q714_3","Q715_1","Q715_2","Q715_3","Q728_1","Q728_2","Q728_3","Q729_1","Q729_2","Q729_3","Q748_1","Q748_2","Q748_3","Q749_1","Q749_2","Q749_3","Q759_1","Q759_2","Q759_3","Q760_1","Q760_2","Q760_3"
"37","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,"Allentown","Pennsylvania","Lehigh","Carbon Lehigh (IU 21)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","William Allen High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"38","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,2,2,2,3,2,"Allentown","Pennsylvania","Lehigh","Carbon Lehigh (IU 21)",NA,NA,NA,NA,NA,"Transition Coordinator / Specialist","14 to 21","Harrison-Morton Middle School,Raub Middle School,South Mountain Middle School,Trexler Middle School,Building 21 High School,Louis E. Dieruff High School,William Allen High School,Virtual Campus,William Penn Alternative School",4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
"39","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,4,3,3,3,3,3,3,4,4,3,3,4,4,2,1,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,"Allentown","Pennsylvania","Lehigh","Carbon Lehigh (IU 21)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","William Allen High School",4,4,4,4,5,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3
"40","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,4,3,3,2,2,3,2,2,2,3,3,3,3,2,2,3,3,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,"Allentown","Pennsylvania","Lehigh","Carbon Lehigh (IU 21)",NA,NA,NA,NA,NA,"Special Education Teacher","Over 21","William Allen High School",3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3
"41","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,2,2,3,4,3,2,2,2,3,3,3,2,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,3,2,"Allentown","Pennsylvania","Lehigh","Carbon Lehigh (IU 21)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","William Allen High School",3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"42","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,4,4,4,4,3,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,1,3,4,4,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,"Allentown","Pennsylvania","Lehigh","Carbon Lehigh (IU 21)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","William Allen High School",5,4,5,4,5,5,5,4,3,3,3,4,5,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,3,4,4,3,3,3,2,2,2,3,3,3,3,3,3,4,4,3,3,3,3
"43","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,1,4,4,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,"Allentown","Pennsylvania","Lehigh","Carbon Lehigh (IU 21)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","William Allen High School",5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"44","I'm a Transition Stakeholder",NA,NA,NA,NA,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,3,1,1,1,3,3,3,3,"Allentown","Pennsylvania","Lehigh","Carbon Lehigh (IU 21)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","William Allen High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"45","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,2,2,2,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,4,3,3,3,1,1,3,2,3,3,"Allentown","Pennsylvania","Lehigh","Carbon Lehigh (IU 21)",NA,NA,NA,NA,NA,"Postsecondary Education Professional (College, Vocational Training, etc.)","14 to 21,Over 21","Building 21 High School,Louis E. Dieruff High School,William Allen High School,Other, Please Describe",4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,5,5,5,4,4,4,1,1,1,1,1,1
"46","I'm a Parent / Legal Guardian",NA,NA,NA,NA,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,4,4,2,2,2,3,3,3,3,2,3,4,4,3,2,2,3,3,2,2,3,2,2,2,2,2,1,1,2,1,1,1,1,1,"Avon Grove","Pennsylvania","Chester","Chester County (IU 24)","I want to share about one young person","14","Male","White","Fred S. Engle Middle School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","I'm a Parent / Legal Guardian",NA,NA,NA,NA,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,3,2,2,3,2,3,2,1,1,1,1,1,2,1,1,1,1,"Avon Grove","Pennsylvania","Chester","Chester County (IU 24)","I want to share about one young person","14","Female","White","Fred S. Engle Middle School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","I'm a Parent / Legal Guardian",NA,NA,NA,NA,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,4,3,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,4,2,3,4,2,2,4,1,1,1,1,1,"Avon Grove","Pennsylvania","Chester","Chester County (IU 24)","I want to share about one young person","17","Male","White","Avon Grove High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,3,3,3,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,2,2,2,2,2,2,2,"Avon Grove","Pennsylvania","Chester","Chester County (IU 24)","I want to share about one young person","15","Male","White","Avon Grove High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","I'm a Parent / Legal Guardian",NA,NA,NA,NA,3,3,4,3,3,3,4,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,4,3,3,3,2,3,3,1,1,2,3,3,2,3,3,3,3,2,1,3,1,1,1,1,1,1,1,1,"Avon Grove","Pennsylvania","Chester","Chester County (IU 24)","I want to share about one young person","15","Female","White","Avon Grove High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","I'm a Parent / Legal Guardian",NA,NA,NA,NA,1,1,3,1,3,3,2,1,1,1,1,1,1,1,3,3,2,2,2,3,3,1,1,1,1,3,1,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Avon Grove","Pennsylvania","Chester","Chester County (IU 24)","I want to share about one young person",NA,"Male","White","Avon Grove Intermediate School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","I'm a Parent / Legal Guardian",NA,NA,NA,NA,1,1,3,1,2,2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,3,3,3,2,2,1,1,1,1,1,2,3,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,"Avon Grove","Pennsylvania","Chester","Chester County (IU 24)","I want to share about one young person",NA,"Male","White","Fred S. Engle Middle School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","I'm a Transition Stakeholder",NA,NA,NA,NA,4,3,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,3,4,1,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,2,3,3,3,3,3,"Avon Grove","Pennsylvania","Chester","Chester County (IU 24)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","Avon Grove High School,Other, Please Describe",4,2,2,5,5,5,4,4,4,4,4,4,5,4,5,5,5,4,5,5,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,4,4,5,5,4
"54","I'm a Young Person",21,"Female","White","Butler Senior High School",3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,1,4,4,4,3,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","I'm a Young Person",18,"Female","White","Butler Senior High School",4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","I'm a Young Person",15,"Female","White","Butler Intermediate High School",3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,2,3,3,1,2,4,4,4,3,4,2,4,3,3,1,3,4,1,2,2,4,3,2,2,2,2,2,2,2,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","I'm a Young Person",16,"Male","I prefer to not to answer","Butler Intermediate High School",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","I'm a Young Person",18,"Male","White","Butler Senior High School",4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,2,2,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,NA,4,4,4,4,4,4,2,4,4,2,2,4,4,3,3,3,4,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","I'm a Young Person",18,"Male","White","Butler Senior High School",4,1,4,4,4,3,4,4,4,4,3,3,2,2,1,2,NA,3,4,NA,4,3,3,3,4,2,4,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","I'm a Young Person",18,"Male","White","Butler Senior High School",3,3,3,4,3,1,2,3,2,3,3,4,2,3,2,3,2,2,3,4,4,3,3,3,2,2,2,3,3,3,1,1,2,1,2,2,2,3,2,3,3,2,2,4,3,2,4,3,2,2,2,2,2,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","I'm a Young Person",19,"Male","White","Butler Senior High School",3,3,3,3,3,3,3,3,3,1,1,3,3,2,1,1,1,1,3,3,3,1,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","I'm a Young Person",19,"Male","White","Butler Senior High School",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","I'm a Young Person",19,"Male","White","Butler Senior High School",3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,3,2,2,3,3,4,3,3,3,2,4,3,1,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","I'm a Young Person",21,"Female","White","Butler Senior High School",3,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,2,4,3,2,2,1,3,1,1,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","I'm a Young Person",18,"Male","White","Butler Senior High School",2,2,2,2,2,2,4,4,3,3,2,2,2,2,2,3,2,2,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","I'm a Young Person",21,"Male","White","Butler Senior High School",3,3,3,3,1,1,3,3,3,2,4,3,3,2,4,3,2,2,4,4,4,4,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","I'm a Young Person",19,"Male","White","Butler Senior High School",3,3,4,3,4,4,3,3,4,4,4,4,3,3,NA,3,4,4,4,3,4,3,4,4,4,4,3,4,3,4,3,4,4,3,3,4,3,4,4,4,3,2,3,2,4,4,2,2,2,2,2,2,4,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","I'm a Young Person",20,"Female","White","Butler Senior High School",4,4,4,4,4,3,3,4,3,4,1,4,4,1,1,1,1,1,4,3,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","I'm a Young Person",20,"Male","White","Butler Senior High School",3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,1,1,3,4,3,3,3,2,1,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","I'm a Young Person",18,"Male","Black or African American","Butler Senior High School",3,4,3,3,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","I'm a Young Person",18,"Male","White","Butler Senior High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","I'm a Young Person",18,"Female","White","Butler Senior High School",3,3,4,2,3,3,3,4,4,4,4,4,3,3,2,3,4,3,4,4,3,4,3,3,4,4,3,4,4,4,4,3,4,4,3,2,3,4,4,3,4,2,4,3,2,3,3,3,2,3,2,2,2,3,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","I'm a Young Person",20,"Female","White","Butler Senior High School",4,3,4,2,4,3,2,4,3,4,4,4,4,3,4,2,2,4,3,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3,2,4,4,2,2,3,4,4,4,4,2,"Butler","Pennsylvania","Butler","Midwestern (IU 4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
